thr_100;thr_120;thr_140;thr_160;thr_180;thr_200;thr_220;thr_240;
0.786807;0.488538;0.275488;0.189222;0.112227;0.051475;0.007337;0.000010;
0.783896;0.484902;0.276090;0.190286;0.111901;0.050049;0.006621;0.000013;
0.787926;0.484297;0.274424;0.188675;0.112633;0.051182;0.007262;0.000010;
0.787913;0.495579;0.278105;0.192663;0.119268;0.052161;0.007507;0.000020;
0.794310;0.506934;0.283665;0.190348;0.113040;0.051227;0.008532;0.000026;
0.796455;0.493766;0.278011;0.189622;0.111484;0.051374;0.007738;0.000026;
0.802201;0.492572;0.279977;0.189723;0.110895;0.052581;0.009160;0.000026;
0.803551;0.490710;0.274785;0.188883;0.111289;0.052861;0.009769;0.000033;
0.799984;0.487630;0.281872;0.190771;0.110635;0.053200;0.008854;0.000023;
0.815801;0.498776;0.288978;0.189840;0.112734;0.053975;0.008626;0.000023;
0.774359;0.471452;0.265046;0.181273;0.107848;0.048184;0.007129;0.000013;
0.805892;0.481501;0.271979;0.186774;0.111432;0.053262;0.008952;0.000016;
0.832145;0.512516;0.274857;0.190055;0.113548;0.052861;0.009206;0.000020;
0.788255;0.485970;0.273792;0.188346;0.111875;0.053089;0.009531;0.000033;
0.785690;0.480446;0.275016;0.188271;0.111849;0.053236;0.010290;0.000033;
0.781660;0.485895;0.273838;0.188346;0.111305;0.053662;0.009971;0.000029;
0.782178;0.480332;0.272816;0.187448;0.112331;0.054062;0.009727;0.000036;
0.781660;0.481068;0.277051;0.188372;0.111777;0.054411;0.010254;0.000023;
0.792588;0.479528;0.274111;0.187923;0.111771;0.054613;0.010618;0.000033;
0.774297;0.473402;0.271270;0.187467;0.111475;0.053724;0.010488;0.000033;
0.780596;0.482425;0.273532;0.188389;0.113105;0.054499;0.010771;0.000033;
0.781198;0.478447;0.272002;0.188841;0.112972;0.054202;0.010654;0.000033;
0.776862;0.479557;0.273050;0.187617;0.112666;0.054128;0.010488;0.000029;
0.784128;0.487363;0.273164;0.188177;0.112373;0.054141;0.010651;0.000033;
0.777588;0.478561;0.271738;0.186904;0.111712;0.053848;0.010303;0.000039;
0.787295;0.484857;0.273424;0.188206;0.111947;0.054310;0.010508;0.000036;
0.780605;0.478607;0.272907;0.187142;0.111432;0.053815;0.010485;0.000033;
0.779697;0.477282;0.272620;0.187288;0.111113;0.053717;0.010505;0.000052;
0.776325;0.475911;0.272214;0.186572;0.111305;0.054049;0.010309;0.000033;
0.778333;0.477074;0.271729;0.186706;0.111452;0.054300;0.010452;0.000029;
0.777210;0.477119;0.272337;0.187314;0.110967;0.054316;0.010472;0.000039;
0.774434;0.476211;0.271501;0.186309;0.111458;0.053792;0.010391;0.000033;
0.774746;0.477891;0.272620;0.187103;0.111621;0.053955;0.010228;0.000033;
0.779544;0.481898;0.273919;0.187799;0.111833;0.054189;0.010260;0.000029;
0.776608;0.479469;0.273197;0.186875;0.111257;0.053789;0.010114;0.000026;
0.775882;0.480352;0.274183;0.187194;0.111055;0.053600;0.009655;0.000029;
0.775273;0.481836;0.273789;0.186826;0.111546;0.053096;0.009801;0.000020;
0.775501;0.483271;0.274102;0.187249;0.112308;0.052406;0.008464;0.000023;
0.775208;0.483861;0.274313;0.188076;0.112350;0.052393;0.007992;0.000016;
0.784401;0.488307;0.274896;0.188395;0.112663;0.051419;0.008382;0.000026;
0.786299;0.486143;0.275085;0.187100;0.111686;0.051383;0.008857;0.000026;
0.779215;0.479206;0.273327;0.186247;0.111354;0.051217;0.007855;0.000013;
0.778626;0.482321;0.273949;0.186523;0.110723;0.052223;0.008402;0.000026;
0.778874;0.482012;0.273236;0.186432;0.111670;0.051175;0.008734;0.000023;
0.784792;0.485218;0.276875;0.188161;0.111390;0.051986;0.007917;0.000010;
0.779456;0.490309;0.276934;0.189176;0.112555;0.051956;0.008490;0.000023;
0.799538;0.484352;0.277728;0.187087;0.111038;0.052555;0.008636;0.000013;
0.802370;0.483997;0.274251;0.187835;0.111143;0.053050;0.009489;0.000029;
0.786693;0.485664;0.277357;0.194141;0.119912;0.053320;0.009180;0.000026;
0.785866;0.484977;0.275550;0.189469;0.112692;0.054033;0.008945;0.000023;
0.787493;0.486530;0.274727;0.187826;0.111556;0.053548;0.008529;0.000023;
0.788942;0.493027;0.277510;0.191211;0.115052;0.053193;0.007744;0.000023;
0.790371;0.491009;0.275550;0.191162;0.112917;0.053070;0.008382;0.000016;
0.792490;0.487663;0.274466;0.190020;0.112562;0.052936;0.008561;0.000023;
0.783008;0.491563;0.274232;0.187350;0.112676;0.054023;0.008154;0.000020;
0.782188;0.481934;0.275381;0.187256;0.112467;0.052786;0.008174;0.000023;
0.780983;0.481693;0.272848;0.188083;0.111797;0.053232;0.009798;0.000026;
0.780924;0.486937;0.275970;0.187246;0.111559;0.054495;0.009782;0.000023;
0.786058;0.483288;0.273389;0.188164;0.113613;0.053421;0.008451;0.000013;
0.790007;0.488382;0.273314;0.188366;0.112155;0.052347;0.009564;0.000026;
0.785439;0.487350;0.273538;0.188626;0.112347;0.052100;0.008441;0.000023;
0.787174;0.489466;0.278040;0.189173;0.113890;0.052819;0.008568;0.000016;
0.787949;0.483988;0.273532;0.188083;0.112900;0.051885;0.007692;0.000016;
0.789512;0.492269;0.274255;0.189258;0.112415;0.051410;0.008499;0.000016;
0.786475;0.488538;0.272666;0.192926;0.112689;0.052705;0.008073;0.000020;
0.793037;0.506826;0.292646;0.207217;0.121986;0.068831;0.013050;0.000013;
0.793115;0.485602;0.273223;0.188747;0.112692;0.053047;0.008457;0.000020;
0.786143;0.493115;0.277021;0.189235;0.112454;0.052165;0.008473;0.000016;
0.792220;0.488005;0.274990;0.191146;0.113415;0.053385;0.008854;0.000033;
0.793717;0.487487;0.274980;0.191540;0.113861;0.053786;0.009245;0.000020;
0.786143;0.484945;0.275771;0.191611;0.112819;0.052845;0.009629;0.000029;
0.785641;0.486999;0.272829;0.187923;0.112152;0.052920;0.008809;0.000023;
0.787048;0.485033;0.275758;0.192350;0.111579;0.052581;0.008691;0.000029;
0.791055;0.487959;0.279180;0.188691;0.113695;0.053105;0.009076;0.000023;
0.797425;0.503962;0.284583;0.189121;0.111559;0.053311;0.008903;0.000020;
0.787471;0.487552;0.275352;0.188783;0.111868;0.051823;0.008057;0.000033;
0.792119;0.488040;0.273337;0.187839;0.112148;0.053164;0.008268;0.000026;
0.785365;0.486156;0.276748;0.193457;0.114964;0.052441;0.008708;0.000023;
0.789665;0.485260;0.276455;0.187549;0.112702;0.052868;0.009242;0.000029;
0.798389;0.488997;0.277764;0.190521;0.114089;0.052936;0.008581;0.000020;
0.784775;0.484476;0.276302;0.187220;0.112884;0.052376;0.008441;0.000029;
0.787129;0.492832;0.275592;0.188737;0.112581;0.051888;0.006738;0.000020;
0.783770;0.487311;0.274655;0.186676;0.111950;0.051559;0.008096;0.000016;
0.787790;0.484707;0.275247;0.187070;0.111507;0.052526;0.008623;0.000023;
0.784684;0.488258;0.274873;0.187272;0.111090;0.052409;0.008955;0.000016;
0.786598;0.482236;0.273737;0.186888;0.110941;0.052357;0.009098;0.000033;
0.785911;0.483301;0.276882;0.187467;0.111751;0.052663;0.008997;0.000023;
0.787923;0.492581;0.275798;0.187240;0.111530;0.052454;0.008278;0.000007;
0.799587;0.514733;0.290339;0.191312;0.113255;0.052249;0.008242;0.000013;
0.806510;0.496621;0.280817;0.189297;0.113343;0.051742;0.007637;0.000020;
0.800303;0.488942;0.277305;0.188962;0.112227;0.052025;0.008057;0.000013;
0.791305;0.490612;0.275156;0.188682;0.111790;0.052002;0.008079;0.000013;
0.802451;0.490726;0.281761;0.191318;0.111432;0.051195;0.008538;0.000016;
0.789027;0.479196;0.272988;0.186468;0.111110;0.051429;0.007650;0.000020;
0.788870;0.479958;0.272663;0.187266;0.111706;0.051380;0.008516;0.000020;
0.784102;0.482666;0.274928;0.186696;0.110853;0.053236;0.009062;0.000013;
0.785397;0.490983;0.273460;0.190101;0.112113;0.051758;0.007109;0.000016;
0.787520;0.484242;0.274447;0.188180;0.112816;0.052083;0.008604;0.000023;
0.791416;0.490632;0.281032;0.191429;0.113939;0.050807;0.007412;0.000013;
0.790059;0.491882;0.277744;0.190697;0.112982;0.050433;0.005160;0.000003;
0.786608;0.488118;0.274339;0.192884;0.114170;0.053844;0.006758;0.000013;
0.794847;0.495827;0.277979;0.191227;0.113024;0.052653;0.008281;0.000020;
0.794066;0.503480;0.292367;0.193154;0.116351;0.051104;0.007458;0.000020;
0.797946;0.503223;0.281442;0.190885;0.111133;0.040518;0.004417;0.000000;
0.795225;0.504486;0.281110;0.191237;0.113861;0.047868;0.006589;0.000016;
0.805270;0.493770;0.276569;0.190023;0.112318;0.050176;0.006875;0.000003;
0.802982;0.501188;0.285589;0.191491;0.114945;0.051611;0.005928;0.000013;
0.835938;0.508092;0.284342;0.193538;0.112936;0.050745;0.007995;0.000007;
0.808617;0.498024;0.277718;0.192650;0.111891;0.051110;0.007588;0.000010;
0.818382;0.500283;0.279964;0.190726;0.112340;0.051908;0.008682;0.000036;
0.812594;0.504268;0.285417;0.190885;0.113698;0.052692;0.008294;0.000016;
0.770628;0.475010;0.270915;0.185560;0.108070;0.043024;0.004027;0.000010;
0.778786;0.479105;0.273789;0.189652;0.111419;0.047012;0.005446;0.000010;
0.806807;0.494453;0.280475;0.194827;0.114717;0.050417;0.006208;0.000020;
0.816615;0.501755;0.280303;0.192106;0.113457;0.048219;0.005651;0.000003;
0.805573;0.503415;0.285042;0.194258;0.118376;0.053428;0.005807;0.000020;
0.821045;0.500723;0.281087;0.193672;0.114046;0.048021;0.005010;0.000003;
0.808197;0.502064;0.278167;0.198962;0.120677;0.048672;0.004437;0.000003;
0.816973;0.499824;0.287526;0.196950;0.115807;0.050283;0.005957;0.000016;
0.772848;0.468167;0.282191;0.184769;0.107715;0.044089;0.004320;0.000003;
0.801579;0.494202;0.278529;0.194352;0.112861;0.051738;0.007357;0.000013;
0.800332;0.498242;0.282738;0.198213;0.121693;0.055355;0.005736;0.000003;
0.808870;0.504505;0.285166;0.189954;0.113320;0.049678;0.005195;0.000003;
0.823822;0.501755;0.282640;0.196016;0.116201;0.051956;0.006663;0.000007;
0.817480;0.503193;0.282839;0.192812;0.114896;0.048525;0.005010;0.000010;
0.808079;0.501816;0.279264;0.190693;0.113174;0.047207;0.005016;0.000007;
0.827565;0.511468;0.288545;0.196462;0.115947;0.050498;0.006475;0.000007;
0.813877;0.507340;0.281478;0.197354;0.114912;0.047282;0.004590;0.000003;
0.831637;0.504889;0.287484;0.199785;0.114476;0.046921;0.004137;0.000003;
0.824115;0.498503;0.286201;0.192751;0.113138;0.049160;0.005700;0.000007;
0.823148;0.504277;0.278542;0.191523;0.109329;0.038008;0.003910;0.000007;
0.831836;0.509085;0.286201;0.196370;0.116940;0.055531;0.007952;0.000003;
0.829769;0.512822;0.281162;0.193584;0.114606;0.052435;0.008532;0.000020;
0.832360;0.514137;0.295586;0.193408;0.113704;0.052734;0.007848;0.000016;
0.813835;0.508672;0.283688;0.196019;0.115687;0.050029;0.006833;0.000003;
0.806318;0.502555;0.279531;0.192116;0.111325;0.046182;0.004414;0.000010;
0.810462;0.507633;0.278838;0.189883;0.113428;0.048180;0.006113;0.000016;
0.820934;0.521514;0.280798;0.190658;0.113841;0.049639;0.007129;0.000016;
0.813145;0.500934;0.278691;0.191410;0.113867;0.049574;0.006732;0.000007;
0.806582;0.504993;0.280368;0.192054;0.113916;0.050391;0.007155;0.000013;
0.830091;0.565358;0.307845;0.199209;0.113285;0.051025;0.005521;0.000007;
0.798766;0.499717;0.282731;0.191211;0.113701;0.047135;0.005420;0.000010;
0.799528;0.499766;0.277676;0.189199;0.113070;0.047116;0.004414;0.000003;
0.796709;0.496283;0.276501;0.189382;0.112214;0.052201;0.007780;0.000010;
0.792868;0.493883;0.278854;0.189033;0.113590;0.053177;0.008525;0.000003;
0.790671;0.490729;0.277354;0.189684;0.112581;0.051003;0.008050;0.000013;
0.796133;0.493867;0.277155;0.187656;0.112233;0.051921;0.007559;0.000010;
0.796956;0.499606;0.279141;0.193942;0.112754;0.051517;0.008109;0.000013;
0.799775;0.498258;0.277269;0.188512;0.112585;0.051517;0.008265;0.000020;
0.797539;0.497516;0.279336;0.190876;0.112474;0.052132;0.007344;0.000013;
0.800303;0.496667;0.277165;0.188753;0.112546;0.051019;0.007943;0.000020;
0.810602;0.508779;0.278490;0.190173;0.112458;0.050736;0.006797;0.000010;
0.807780;0.500700;0.279808;0.188789;0.111758;0.051292;0.006895;0.000010;
0.812207;0.507930;0.278398;0.190514;0.111279;0.051449;0.006833;0.000007;
0.800391;0.498073;0.279626;0.187699;0.111341;0.051696;0.008122;0.000026;
0.817764;0.528682;0.308057;0.190342;0.111621;0.051875;0.007653;0.000020;
0.823109;0.508721;0.294512;0.198434;0.112464;0.052331;0.007897;0.000013;
0.808102;0.512074;0.293424;0.204772;0.116491;0.053470;0.007591;0.000020;
0.797539;0.496790;0.277585;0.188737;0.112663;0.051488;0.007604;0.000010;
0.800824;0.496615;0.278203;0.191540;0.114642;0.051995;0.007484;0.000020;
0.796429;0.492624;0.277773;0.190641;0.113936;0.052240;0.007887;0.000007;
0.789303;0.488587;0.276042;0.187568;0.113916;0.052018;0.008206;0.000016;
0.788538;0.491139;0.276449;0.187692;0.111960;0.052513;0.008623;0.000013;
0.792201;0.494674;0.278874;0.190036;0.111784;0.052233;0.008672;0.000020;
0.793320;0.488438;0.277454;0.187946;0.111696;0.051126;0.007575;0.000020;
0.791787;0.496328;0.277467;0.188942;0.114225;0.052370;0.008021;0.000023;
0.796022;0.498223;0.285830;0.193932;0.114375;0.052031;0.007930;0.000029;
0.789827;0.502438;0.278034;0.188473;0.112035;0.050814;0.007214;0.000007;
0.800381;0.498649;0.275007;0.188145;0.111989;0.051885;0.007087;0.000007;
0.802412;0.492197;0.279212;0.189222;0.112337;0.051833;0.007939;0.000016;
0.790898;0.497044;0.278786;0.195127;0.121341;0.054092;0.008034;0.000026;
0.782178;0.489954;0.275465;0.187965;0.112936;0.052676;0.009297;0.000023;
0.805690;0.493695;0.279785;0.188906;0.112454;0.053203;0.009147;0.000020;
0.790840;0.485970;0.275768;0.189486;0.113024;0.052796;0.008887;0.000020;
0.785827;0.481995;0.273626;0.188623;0.111898;0.053623;0.009554;0.000020;
0.786191;0.491266;0.278747;0.188148;0.112148;0.053939;0.009209;0.000020;
0.790365;0.490824;0.277373;0.188903;0.112568;0.054170;0.009642;0.000016;
0.795514;0.495199;0.274977;0.187734;0.112373;0.052861;0.008926;0.000023;
0.796702;0.491338;0.276976;0.191855;0.113910;0.053649;0.009163;0.000026;
0.787949;0.495267;0.294779;0.195758;0.112604;0.053623;0.009398;0.000033;
0.811110;0.491982;0.274443;0.188512;0.112367;0.052926;0.009030;0.000029;
0.801878;0.488659;0.274010;0.187650;0.114281;0.052806;0.009499;0.000029;
0.781595;0.481458;0.272627;0.189840;0.112357;0.053320;0.009010;0.000020;
0.787533;0.487832;0.274658;0.190163;0.113971;0.053991;0.009544;0.000029;
0.785573;0.479587;0.273105;0.188171;0.112783;0.053363;0.009105;0.000016;
0.786016;0.484678;0.274671;0.190609;0.116559;0.052988;0.008698;0.000023;
0.784508;0.483385;0.273395;0.188122;0.113848;0.052926;0.009346;0.000026;
0.802904;0.489665;0.278210;0.188431;0.113229;0.052809;0.008532;0.000026;
0.789183;0.482555;0.273024;0.189124;0.111842;0.052015;0.008372;0.000026;
0.809915;0.487021;0.281410;0.189196;0.112549;0.053219;0.009922;0.000029;
0.782243;0.483607;0.273600;0.189147;0.112288;0.053324;0.009928;0.000029;
0.782598;0.488060;0.275033;0.188903;0.112760;0.053122;0.008711;0.000020;
0.785150;0.486683;0.272555;0.189958;0.113457;0.053265;0.009352;0.000023;
0.785654;0.483402;0.273870;0.190225;0.113587;0.053265;0.009404;0.000020;
0.780433;0.482845;0.273327;0.189043;0.113317;0.054014;0.009870;0.000029;
0.785114;0.480101;0.273854;0.189499;0.113076;0.053981;0.009902;0.000026;
0.783584;0.484281;0.272100;0.188245;0.112783;0.053424;0.009359;0.000023;
0.787982;0.485280;0.274258;0.188125;0.112760;0.053643;0.009912;0.000026;
0.792926;0.498464;0.288232;0.200488;0.114102;0.055570;0.009674;0.000026;
0.788327;0.490550;0.279756;0.190684;0.111878;0.052939;0.009043;0.000029;
0.794313;0.489935;0.280911;0.190524;0.112663;0.052757;0.008529;0.000013;
0.796077;0.486637;0.281911;0.190934;0.112721;0.053714;0.009512;0.000026;
0.787256;0.487077;0.280905;0.191263;0.113213;0.053421;0.009818;0.000036;
0.790589;0.494883;0.281572;0.190859;0.112728;0.053831;0.009801;0.000023;
0.788792;0.490420;0.281198;0.191533;0.113473;0.053239;0.008193;0.000016;
0.797077;0.491979;0.281976;0.191911;0.114206;0.053942;0.009027;0.000023;
0.795007;0.493180;0.292490;0.193327;0.114674;0.054134;0.010036;0.000036;
0.794697;0.490482;0.280420;0.191426;0.113346;0.053311;0.008630;0.000020;
0.797002;0.490397;0.279395;0.190433;0.112601;0.052145;0.008066;0.000020;
0.790954;0.495329;0.281868;0.191995;0.114020;0.050700;0.007233;0.000013;
0.789375;0.496999;0.283340;0.192529;0.113073;0.049821;0.006045;0.000016;
0.791465;0.492897;0.281810;0.191087;0.112799;0.049873;0.006592;0.000010;
0.797562;0.497933;0.282383;0.192594;0.114805;0.052275;0.006781;0.000016;
0.801852;0.495977;0.283945;0.193727;0.114548;0.053789;0.007246;0.000023;
0.804880;0.497148;0.285778;0.192207;0.113070;0.053288;0.007773;0.000026;
0.816048;0.504495;0.293408;0.195426;0.115319;0.057363;0.009170;0.000007;
0.809801;0.512702;0.283180;0.193464;0.114095;0.052930;0.008158;0.000016;
0.794938;0.497604;0.283779;0.192080;0.112210;0.051458;0.008740;0.000020;
0.798688;0.499769;0.282660;0.192715;0.112620;0.051605;0.008298;0.000026;
0.802246;0.504271;0.283421;0.193229;0.115153;0.051165;0.007445;0.000023;
0.818457;0.498949;0.284062;0.192324;0.112624;0.051523;0.007357;0.000020;
0.801283;0.503864;0.290596;0.193857;0.115049;0.051351;0.006911;0.000020;
0.809157;0.500602;0.287236;0.192393;0.114108;0.049163;0.005482;0.000003;
0.803923;0.494287;0.279980;0.190456;0.113421;0.050348;0.003835;0.000000;
0.799427;0.490039;0.285348;0.189131;0.111449;0.051810;0.007445;0.000016;
0.793516;0.484437;0.277923;0.187845;0.110999;0.051719;0.008327;0.000023;
0.780778;0.480924;0.277936;0.186523;0.110173;0.051159;0.008346;0.000016;
0.795820;0.478057;0.274948;0.186198;0.110173;0.049893;0.007624;0.000023;
0.781611;0.480996;0.277718;0.188258;0.110954;0.049590;0.007080;0.000003;
0.786634;0.486761;0.277568;0.186888;0.110068;0.050238;0.008044;0.000016;
0.789674;0.485957;0.276032;0.186982;0.110687;0.049902;0.007887;0.000026;
0.785638;0.475973;0.276390;0.185677;0.108704;0.048958;0.007148;0.000016;
0.795931;0.480290;0.276273;0.182617;0.109170;0.051289;0.008542;0.000029;
0.785820;0.474730;0.273301;0.184277;0.111149;0.056566;0.008880;0.000029;
0.777904;0.472799;0.271797;0.180459;0.107432;0.050612;0.008656;0.000026;
0.781992;0.469277;0.272174;0.180299;0.106488;0.051315;0.009059;0.000033;
0.783428;0.463620;0.269792;0.181859;0.107122;0.050615;0.009121;0.000029;
0.775651;0.468571;0.272233;0.180117;0.107337;0.050296;0.008883;0.000026;
0.782741;0.469027;0.268636;0.180352;0.108092;0.050677;0.008519;0.000023;
0.775540;0.467679;0.270173;0.180788;0.107090;0.050407;0.008639;0.000033;
0.778079;0.466429;0.271540;0.181126;0.107754;0.050189;0.008971;0.000033;
