Day,Observed intensity, White ratio, Estimated intensity
1,0,3.2434534143518514e-05,0
1,0,0.009624782986111113,0
1,0,0.0017214445891203705,0
1,0,0.010482060185185186,1
1,0,0.0026888246889467593,0
1,0,0.012894987883391202,1
1,0,0.01235627803096065,1
1,0,0.011322794596354168,1
1,0,0.014471946433738427,1
1,0,0.016740822120949076,1
1,0,7.378472222222222e-06,0
1,0,2.52685546875e-05,0
1,1,0.020351327401620375,2
1,1,0.01117149974681713,1
1,1,0.04348058177806713,2
1,1,0.03361932146990741,2
1,2,0.010897551359953702,1
1,2,0.029078138563368053,2
1,2,0.023245985243055555,2
1,2,0.04499545627170139,2
1,2,0.047986391420717596,2
1,2,0.03222446469907407,2
1,2,0.04337252694589121,2
1,2,0.025258463541666668,2
1,2,0.033665278682002316,2
1,2,0.021427083333333336,2
1,2,0.012514119466145833,1
1,2,0.018945068359375,1
1,2,0.013645232024016204,1
1,2,0.026876356336805553,2
1,2,0.014100219726562502,1
1,2,0.01270465766059028,1
1,2,0.007072125470196759,0
0,3,0.08035561794704861,3
0,3,0.09971538176359955,3
0,3,0.07295366301359954,3
0,3,0.07164290364583334,3
0,3,0.08646356427228011,3
0,3,0.10190950972945603,3
0,3,0.11604486310040509,3
0,3,0.0963154929832176,3
0,3,0.10397021936487269,3
0,3,0.07912395562065971,3
0,3,0.08321200900607639,3
0,3,0.09245560709635418,3
0,3,0.09248615632233796,3
0,3,0.10268002206307872,3
0,3,0.07030858470775463,3
0,3,0.061571090133101844,2
0,3,0.08356345847800926,3
0,3,0.09714603678385417,3
0,3,0.11421204969618054,3
0,3,0.09030589916087961,3
0,3,0.08097965494791667,3
0,3,0.0906141583478009,3
0,3,0.09605326786747685,3
0,3,0.0844081127025463,3
0,3,0.09929615614149304,3
0,3,0.1313518382884838,3
0,3,0.09919013581452545,3
0,3,0.11650766782407405,3
0,3,0.11088844581886574,3
0,0,7.0258246527777785e-06,0
0,0,0.012369940863715278,1
0,0,0.0004582293475115741,0
0,0,0.0007091290509259259,0
0,0,0.0010199788411458333,0
0,0,0.046705399124710646,2
0,0,
