thr_10;thr_30;thr_50;thr_70;thr_90;thr_110;thr_130;thr_150;thr_170;thr_190;
0.999987;0.997006;0.970983;0.651455;0.238381;0.118916;0.089286;0.066012;0.041288;0.028127;
0.999986;0.998047;0.992276;0.670430;0.217782;0.098772;0.071861;0.051044;0.026636;0.013707;
0.999987;0.998039;0.992129;0.714703;0.219507;0.102907;0.073154;0.051173;0.026831;0.014549;
0.999989;0.998052;0.994556;0.735454;0.236102;0.114832;0.078787;0.053447;0.026676;0.013809;
0.999992;0.998058;0.993160;0.731918;0.232261;0.112127;0.080393;0.055175;0.029665;0.014997;
0.999992;0.998064;0.993526;0.730398;0.226919;0.107501;0.079272;0.053813;0.027485;0.012834;
0.999992;0.998043;0.989913;0.748429;0.219359;0.099678;0.072269;0.050226;0.024671;0.010847;
0.999992;0.998051;0.993041;0.750047;0.207792;0.094087;0.069410;0.049081;0.024767;0.011610;
0.999992;0.998050;0.993508;0.757733;0.212054;0.093531;0.068206;0.047355;0.023560;0.011262;
0.999993;0.998107;0.992416;0.724300;0.216851;0.095002;0.065890;0.045150;0.022451;0.010445;
0.999997;0.998113;0.993678;0.738161;0.214431;0.091739;0.064695;0.045298;0.022547;0.010445;
0.999995;0.998104;0.993785;0.736691;0.212376;0.090955;0.064481;0.045080;0.022533;0.010443;
0.999988;0.998086;0.993706;0.737789;0.210423;0.090080;0.064272;0.044878;0.022498;0.010443;
0.999993;0.998126;0.993861;0.744519;0.211851;0.090779;0.064312;0.044932;0.022503;0.010467;
0.999991;0.998149;0.994168;0.748875;0.212868;0.091108;0.064363;0.045082;0.022589;0.010446;
0.999949;0.998213;0.993650;0.748222;0.215533;0.092717;0.065551;0.046055;0.023452;0.011158;
0.999995;0.998274;0.994487;0.752331;0.213936;0.091556;0.064426;0.045136;0.022631;0.010471;
0.999980;0.998339;0.994504;0.753536;0.214383;0.091769;0.064415;0.045138;0.022610;0.010472;
0.999984;0.998312;0.994207;0.750946;0.214861;0.092041;0.064435;0.045168;0.022605;0.010481;
0.999969;0.998354;0.994127;0.752156;0.215246;0.092243;0.064459;0.045113;0.022643;0.010469;
0.999978;0.998287;0.994133;0.752552;0.215321;0.092122;0.064506;0.045153;0.022600;0.010494;
0.999984;0.998279;0.993865;0.745163;0.215178;0.092186;0.064403;0.045233;0.022636;0.010495;
0.999990;0.998242;0.993877;0.753872;0.215221;0.092382;0.064460;0.045092;0.022674;0.010498;
0.999995;0.998354;0.994317;0.761102;0.216799;0.092461;0.064492;0.045343;0.022752;0.010487;
0.999998;0.998343;0.994541;0.763862;0.217584;0.092963;0.064513;0.045470;0.022791;0.010492;
0.999995;0.998363;0.994595;0.766126;0.218403;0.093237;0.064590;0.045512;0.022869;0.010514;
0.999959;0.998461;0.994763;0.768401;0.219377;0.093398;0.064657;0.045545;0.022879;0.010492;
0.999965;0.998234;0.994186;0.756209;0.216390;0.092368;0.064570;0.045328;0.022770;0.010493;
0.999969;0.998228;0.994161;0.759240;0.216375;0.092305;0.064551;0.045273;0.022764;0.010495;
0.999985;0.998197;0.994229;0.759409;0.215962;0.092152;0.064520;0.045190;0.022757;0.010484;
0.999978;0.998191;0.993933;0.755949;0.215685;0.092192;0.064498;0.045202;0.022725;0.010501;
0.999982;0.998187;0.994118;0.755768;0.215399;0.091969;0.064480;0.045142;0.022696;0.010492;
0.999985;0.998183;0.993823;0.753826;0.214953;0.092075;0.064457;0.045109;0.022617;0.010494;
0.999982;0.998167;0.993112;0.737734;0.215232;0.092159;0.064383;0.045073;0.022467;0.010495;
0.999986;0.998120;0.993212;0.747471;0.214399;0.091737;0.064373;0.045028;0.022516;0.010495;
0.999986;0.998125;0.993299;0.749800;0.213694;0.091751;0.064357;0.044979;0.022476;0.010502;
0.999987;0.998123;0.993336;0.748482;0.213503;0.091571;0.064359;0.044935;0.022539;0.010508;
0.999986;0.998110;0.993388;0.748992;0.213043;0.091597;0.064337;0.044939;0.022552;0.010502;
0.999991;0.998303;0.993798;0.756102;0.214523;0.092025;0.064450;0.045091;0.022589;0.010507;
0.999990;0.998230;0.993681;0.750448;0.213965;0.091772;0.064434;0.044990;0.022542;0.010465;
0.999984;0.998207;0.993656;0.754446;0.214072;0.091916;0.064398;0.044996;0.022561;0.010468;
0.999990;0.998180;0.993806;0.755582;0.214446;0.092275;0.064393;0.044980;0.022635;0.010471;
0.999989;0.998194;0.993911;0.755430;0.214281;0.092265;0.064401;0.045044;0.022551;0.010473;
0.999993;0.998241;0.993924;0.756974;0.214969;0.092391;0.064398;0.045092;0.022640;0.010479;
0.999995;0.998227;0.993928;0.760002;0.215188;0.092484;0.064415;0.045107;0.022711;0.010482;
0.999992;0.998249;0.993484;0.744335;0.215573;0.092670;0.064433;0.045095;0.022644;0.010534;
0.999993;0.998241;0.993814;0.754622;0.215752;0.092737;0.064449;0.045175;0.022705;0.010528;
0.999991;0.998220;0.993845;0.755473;0.215788;0.092841;0.064472;0.045291;0.022674;0.010541;
0.999993;0.998230;0.993847;0.756611;0.215755;0.092724;0.064503;0.045205;0.022765;0.010550;
0.999997;0.998236;0.993885;0.756106;0.215539;0.092671;0.064463;0.045177;0.022720;0.010544;
0.999997;0.998219;0.993913;0.756249;0.215838;0.092845;0.064491;0.045119;0.022759;0.010546;
0.999996;0.998174;0.993934;0.754995;0.214583;0.092336;0.064422;0.045089;0.022744;0.010519;
0.999991;0.998135;0.993891;0.752109;0.214838;0.092432;0.064403;0.045023;0.022683;0.010501;
0.999990;0.998142;0.993866;0.753150;0.214465;0.092190;0.064401;0.045041;0.022686;0.010502;
0.999987;0.998124;0.993863;0.751336;0.213961;0.091919;0.064403;0.045110;0.022612;0.010506;
