Day,Observed intensity, White ratio, Estimated intensity
1,0,0.03965138075086805,0
1,0,0.0284261791087963,0
1,0,0.04028555410879636,0
1,0,0.021353818540219893,0
1,0,0.026039595992476905,0
1,0,0.03167731391059031,0
1,0,0.016767627857349643,0
1,0,0.01121318901909718,0
1,0,0.019290861906828716,0
1,0,0.015954856589988464,0
1,0,0.025048805519386597,0
1,0,0.012668095341435148,0
1,0,0.008650074146411946,0
1,0,0.007884349681712977,0
1,0,0.015313562463830976,0
1,0,0.028156313295717605,0
1,0,0.044833713107638895,0
1,0,0.03460803222656256,0
1,0,0.03916276945891212,0
1,0,0.04238117133246522,0
1,0,0.030800378870081024,0
1,0,0.03461140776631505,0
1,0,0.0015186089409722214,0
1,0,0.035965919777199096,0
1,0,0.02364854148582174,0
1,0,0.046229786060474565,0
1,0,0.04767205584490741,0
1,0,0.01116028284143522,0
1,0,0.026189358181423594,0
1,0,0.03463348614728007,0
1,0,0.054326714409722254,0
1,1,0.17447775607638893,1
1,1,0.19379299135561345,1
1,1,0.20896218532986116,1
1,1,0.2561974781177661,1
1,1,0.21867513272006817,1
1,1,0.22677915219907402,1
1,1,0.2262474952980325,1
1,1,0.14919820601851852,0
1,1,0.1554096724898727,1
1,1,0.21510977737991904,1
1,1,0.20183113606770842,1
1,1,0.1798444417317709,1
1,1,0.19960786946614584,1
1,1,0.20426387080439812,1
1,1,0.19933260091145832,1
1,1,0.15026237883391197,1
1,1,0.15742103859230333,1
1,1,0.170436839916088,1
1,1,0.19626007758246533,1
1,1,0.18239470305266203,1
1,1,0.2462438919632523,1
1,1,0.29706515389901617,1
1,1,0.27879961932146985,1
1,1,0.2335984519675926,1
1,1,0.18876798050491905,1
1,2,0.25806248643663204,1
1,2,0.29514381691261565,1
1,2,0.32622048611111115,2
1,2,0.3193541621455441,2
1,2,0.35024554217303233,2
1,2,0.3438869176793982,2
1,2,0.29788542570891213,1
1,2,0.30490509259259263,2
1,2,0.3254913194444445,2
1,2,0.3319230911820022,2
1,2,0.32305592628761576,2
1,2,0.30992409487123845,2
0,0,0.03977365451388887,0
0,0,0.03943273021556709,0
0,0,0.038843677662037,0
0,0,0.04043133770978005,0
0,0,0.04582026276765047,0
0,0,0.04536164008246529,0
0,0,0.04207883029513884,0
0,0,0.04948582175925925,0
0,0,0.045071863245081,0
0,0,0.04318741861979167,0
0,0,0.029986002604166673,0
0,0,0.04247909884982634,0
0,0,0.04183808051215271,0
0,0,0.05806521719473373,0
0,0,0.05872392668547455,0
0,0,0.055581108940972235,0
0,0,0.0344608696831597,0
0,0,0.0398642126012731,0
0,0,0.07890410246672452,0
0,0,0.100119615342882,0
0,0,0.12205784324363428,0
0,0,0.10651890281394671,0
0,0,0.1071055320457176,0
0,0,0.11583088288483795,0
0,0,0.08920831976996524,0
0,0,0.07522848849826386,0
0,0,0.10213246889467592,0
0,0,0.057307608145254596,0
0,1,0.09781321433738432,0
0,1,0.1504313467520254,1
0,1,0.17228016493055553,1
0,1,0.17793168583622682,1
0,1,0.1879415509259259,1
0,1,0.2018420681423611,1
0,1,0.18141231282552084,1
0,1,0.19301319715711807,1
0,1,0.18343468786168982,1
0,1,0.18773135489004622,1
0,1,0.1879533465350116,1
0,1,0.1936647858796296,1
0,1,0.19936969220196754,1
0,1,0.2257924126519097,1
0,1,0.22523077166521993,1
0,1,0.19729158980758105,1
0,1,0.16187848126446763,1
0,1,0.16825556098090277,1
0,1,0.17206143301504634,1
0,1,0.17661958369502317,1
0,2,0.25281321885850694,1
0,2,0.2579707438151041,1
0,2,0.30038419596354166,2
0,2,0.3145166015625,2
0,2,0.26736839916087957,1
0,2,0.3197837140118634,2
0,2,0.3034896285445602,2
0,2,0.32141916232638895,2
0,2,0.2543232421875,1
0,2,0.2638950692635995,1
0,2,0.2475899839048032,1
0,2,0.2562440547236689,1
0,2,0.30477724880642365,2
0,2,0.24264992494936338,1
0,2,0.25324059154369216,1
0,2,0.28373009349681716,1
0,2,0.23790918872974542,1
0,2,0.2087140525535301,1
0,2,0.22487291124131942,1
0,2,0.26280234103732636,1
0,2,0.09885135452835647,0
0,2,0.2457270733868634,1
0,2,0.2759984447337963,1
0,2,0.2787331949869791,1
0,2,0.2348342556423612,1
0,2,0.18037740071614594,1
0,2,0.22031846336082173,1
0,2,0.21378513816550926,1
0,2,0.24911124222366898,1
0,2,0.2622741789641204,1
0,2,0.2700792914496527,1
0,2,0.2686813015407986,1
0,2,0.19093964753327552,1
0,2,0.2730526168258102,1
0,2,0.2682655210141782,1
0,2,0.21417410843460655,1
0,2,0.1937627676504629,1
0,2,0.13414412887008098,0
0,2,0.2000766149450231,1
0,2,0.18994440827546294,1
0,2,0.14035723650896997,0
0,2,0.219831470630787,1
0,2,0.23854051830150458,1
0,2,0.2215017903645834,1
0,2,0.1525016049985532,1
0,2,0.1976866455078125,1
0,2,0.14541957826967594,0
0,2,0.21955271629050926,1
0,2,0.212765281394676,1
0,2,0.16768398708767368,1
0,2,0.20447875976562502,1
0,2,0.18691500741464112,1
0,2,0.15201004593460649,1
0,2,0.19414493815104167,1
0,2,0.21186537905092595,1
0,2,0.21434785065827544,1
0,2,0.1957515417028356,1
0,2,0.1933155788845486,1
0,2,0.27416849772135415,1
0,2,0.2791828929759838,1
