thr_100;thr_120;thr_140;thr_160;thr_180;thr_200;thr_220;thr_240;
0.873516;0.838945;0.789215;0.718298;0.666338;0.632106;0.575443;0.523265;
0.868343;0.832467;0.781344;0.710996;0.669671;0.637845;0.581257;0.529508;
0.863066;0.828509;0.769766;0.708395;0.671950;0.640225;0.584395;0.532422;
0.854001;0.820570;0.750820;0.708887;0.675508;0.643467;0.587861;0.536556;
0.851445;0.816211;0.748555;0.711527;0.679160;0.646719;0.590889;0.539577;
0.846758;0.807285;0.749486;0.717832;0.686982;0.653685;0.596794;0.544557;
0.829460;0.779499;0.740146;0.710049;0.675260;0.631702;0.567497;0.503698;
0.810980;0.766217;0.730505;0.698099;0.659082;0.594567;0.533105;0.445736;
0.786520;0.750990;0.720020;0.683848;0.631813;0.561836;0.480944;0.345973;
0.771120;0.739290;0.706917;0.665423;0.592337;0.522279;0.406478;0.270280;
0.769447;0.738125;0.706084;0.664795;0.592288;0.522861;0.406263;0.269984;
0.747917;0.717816;0.674814;0.606286;0.524209;0.385680;0.244056;0.165905;
0.738558;0.706621;0.656029;0.575430;0.469150;0.298187;0.193418;0.115042;
0.734805;0.696484;0.635436;0.543789;0.389014;0.235010;0.145355;0.080153;
0.733008;0.689202;0.614124;0.518997;0.327819;0.203330;0.114518;0.065898;
0.732523;0.688610;0.613626;0.518841;0.329958;0.203841;0.114798;0.066126;
0.704131;0.646781;0.542773;0.361406;0.201178;0.105918;0.060625;0.049170;
0.704482;0.646823;0.542992;0.362666;0.201852;0.106335;0.060540;0.049212;
0.701172;0.640771;0.533418;0.334678;0.187301;0.094671;0.058044;0.046481;
0.696611;0.625098;0.511960;0.303620;0.168701;0.080374;0.055853;0.044548;
0.697373;0.622087;0.506243;0.296159;0.164447;0.078161;0.055690;0.044476;
0.694831;0.613031;0.495596;0.281689;0.152555;0.073005;0.054629;0.043535;
0.687054;0.597376;0.471706;0.257357;0.134313;0.066732;0.052702;0.041839;
0.683587;0.591930;0.461055;0.248363;0.126152;0.065251;0.052259;0.041572;
0.680088;0.586826;0.449665;0.239629;0.119020;0.063760;0.051787;0.041270;
0.676185;0.584450;0.446048;0.239639;0.119906;0.065267;0.053174;0.042793;
0.672959;0.580745;0.440260;0.235749;0.116702;0.064587;0.052728;0.042197;
0.662035;0.568776;0.417975;0.221572;0.106090;0.062959;0.051227;0.040560;
0.656963;0.562871;0.402936;0.213226;0.101133;0.062057;0.050046;0.039219;
0.647269;0.554222;0.389919;0.207907;0.097467;0.060827;0.048867;0.037682;
0.641195;0.547220;0.378652;0.202327;0.092363;0.059463;0.047620;0.036006;
0.631361;0.536631;0.369235;0.197376;0.087627;0.055856;0.044225;0.032695;
0.625596;0.530452;0.363086;0.192646;0.082985;0.053480;0.041774;0.030469;
0.610537;0.515387;0.347972;0.180329;0.071152;0.046380;0.034577;0.023796;
0.591729;0.498682;0.333906;0.169222;0.060736;0.038457;0.027087;0.017458;
0.585391;0.492985;0.329391;0.164889;0.056927;0.034977;0.023874;0.015013;
0.576172;0.485342;0.321058;0.159701;0.051761;0.028698;0.018252;0.010977;
0.573939;0.483623;0.321462;0.157301;0.049779;0.025339;0.015208;0.009027;
0.571266;0.494245;0.385260;0.195980;0.080072;0.024437;0.016172;0.009222;
0.566149;0.508913;0.410970;0.240508;0.116816;0.034515;0.017803;0.010345;
0.552409;0.500462;0.413870;0.270833;0.131416;0.049281;0.018848;0.013096;
0.549131;0.501260;0.421429;0.305967;0.146878;0.061667;0.020078;0.014775;
0.539222;0.492907;0.414548;0.299219;0.142493;0.059206;0.019645;0.014521;
