Day,Observed intensity, White ratio, Estimated intensity
1,3,0.087170445233926,3
1,3,0.0809971336082176,3
1,3,0.06664301853553922,2
1,3,0.06736560058593749,2
1,0,0.0005422946350175606,0
1,0,0.006835456513334501,0
1,0,0.002855366859332656,0
1,0,0.008973134986657664,0
1,0,0.003263110191993464,0
1,0,0.015620695891203705,1
1,0,0.00865148247612847,0
1,0,0.00816432472511574,0
1,0,0.009133793583622684,0
1,0,0.011325398763020833,1
1,0,0.00011473904784451658,0
1,0,5.3638059701492546e-05,0
1,1,0.030911341735958817,2
1,1,0.012060750325520833,1
1,1,0.010137803819444447,1
1,1,0.011173683449074073,1
1,1,0.004925114384403935,0
1,2,0.03267954056351273,2
1,2,0.04747829165553775,2
1,2,0.03967900933159722,2
1,2,0.03558003065321181,2
1,2,0.07679866084346064,3
1,2,0.06381384201991705,2
1,2,0.061904657735251015,2
1,2,0.045129497756883,2
1,2,0.03506643897431657,2
1,2,0.03502307354962384,2
1,2,0.0228307947229456,1
0,3,0.12571941234447337,3
0,3,0.11028334101924189,3
0,3,0.10940336552372684,3
0,3,0.09923295988859954,3
0,3,0.12362547019675925,3
0,3,0.13639355242693868,3
0,3,0.1523382975260417,3
0,3,0.14455236590350118,3
0,3,0.1396008504231771,3
0,3,0.1124783031322338,3
0,3,0.11094587990089698,3
0,3,0.12337473777488427,3
0,3,0.12243589952256943,3
0,3,0.13646487539785881,3
0,3,0.09646883364076968,3
0,3,0.09516221110026042,3
0,3,0.11082590738932291,3
0,3,0.1256059683340567,3
0,3,0.1399722583912037,3
0,3,0.13064167616102432,3
0,3,0.12690366843894677,3
0,3,0.14620978913483793,3
0,3,0.14513582356770835,3
0,3,0.12407360161675346,3
0,3,0.13718065049913195,3
0,3,0.16757149929470486,3
0,3,0.13953086570457177,3
0,3,0.16306570773654513,3
0,3,0.1451585693359375,3
0,0,1.582618995949074e-05,0
0,0,0.010065267904623374,1
0,0,0.007319939507378473,0
0,0,0.012574553313078702,1
0,0,0.001105840773809524,0
0,0,0.03287285344957729,2
0,0,0.006513248881826741,0
0,0,0.008207151624891494,0
0,0,0.006721403899016204,0
0,0,0.008118917900219298,0
0,0,0.008970886752136753,0
0,0,0.00944854736328125,0
0,0,0.010817809089781746,1
0,0,0.007320830168547453,0
0,0,0.006729929345285791,0
0,0,0.017421963161892363,1
0,0,0.014162764937789351,1
0,0,0.0058324582012379235,0
0,0,0.010907055695242654,1
0,0,0.006816566103980654,0
0,0,0.006918665002893519,0
0,0,0.007058215764270452,0
0,0,0.0019179645766559824,0
0,0,8.432131761695905e-05,0
0,0,7.399140211640212e-05,0
0,0,0.0014083116319444445,0
0,0,0.014018424270499466,1
0,0,0.009829081217447916,0
0,0,0.002180251380350637,0
0,0,0.006568171445446736,0
0,0,0.0006707790798611111,0
0,0,0.008997569853904612,0
0,0,0.006293316329937424,0
0,0,0.00044662786989795917,0
0,0,0.003764477110745614,0
0,0,9.097101658950618e-05,0
0,0,0.009867428851895123,0
0,0,0.013900600857204863,1
0,0,0.001993959488407258,0
0,0,0.007673733303616116,0
0,1,0.012269299165702163,1
0,1,0.01175090648509838,1
0,1,0.0256707447193287,2
0,1,0.014400854040075232,1
0,1,0.030950184009693286,2
0,1,0.009173190646701388,0
0,1,0.017791372793692133,1
0,1,0.009215685411974475,0
0,1,0.0116651672979798,1
0,1,0.017301977743242235,1
0,1,0.017065938313802084,1
0,1,0.022702172219843986,1
0,1,0.04075638834635417,2
0,2,0.030804947464554398,2
0,2,0.028135448314525465,2
0,2,0.03161181414568866,2
0,2,0.0289135425708912,2
0,2,0.019179315172249457,1
0,2,0.037303932472511576,2
0,2,0.022405671296296295,1
0,2,0.018964022714120374,1
0,2,0.0202020105432581,1
0,2,0.0322059326171875,2
0,2,0.038369951741267866,2
0,2,0.025900562427662033,2
0,2,0.036703076774691354,2
0,2,0.032076865867332174,2
0,2,0.02677548782913773,2
0,2,0.01779455306682181,1
